alpha_error,alpha_n,atom_1_angle,atom_1_weight,atom_2_angle,atom_2_weight,atom_3_angle,atom_3_weight,moment_1_abs_error,moment_2_abs_error,moment_3_abs_error,moment_4_abs_error,moment_5_abs_error,num_atoms,p,q,test_bump_atom_1_abs_error,test_bump_atom_2_abs_error,test_bump_atom_3_abs_error,test_bump_pi_abs_error,test_cos_1_abs_error,test_cos_2_abs_error,test_cos_3_abs_error,test_sin_1_abs_error,test_sin_2_abs_error,test_sin_3_abs_error
0.1180339887498949,0.5,0.0,0.10698689956331879,3.141592653589793,0.8930131004366813,,,0.5250221098580895,1.3511836041662864,1.5043051563785768,1.7809303036974964,1.671518458633976,2,1,2,0.10698689688467003,0.8623998661139051,0.019521948834691823,0.8822917510208289,0.16334554373059584,1.0340984926589198,1.2714755970439553,0.49896537874204844,0.869676629356191,0.8039177878545115
0.04863267791677173,0.6666666666666666,0.0,0.019650655021834062,2.094395102393195,0.10698689956331879,4.1887902047863905,0.8733624454148472,0.22425290696478198,0.48259022540947677,0.9544873668782092,0.8462372339421538,1.252714171846776,3,2,3,0.10159549303911056,0.459565411505401,0.019613775139648276,0.010569531395094497,0.1521566396755174,0.4364255248083286,0.5145506038294071,0.16473531280454085,0.20597593780960088,0.8039177878545105
0.018033988749894925,0.6,1.2566370614359172,0.10698689956331879,3.7699111843077517,0.8733624454148472,5.026548245743669,0.019650655021834062,0.08197118743173229,0.20190390182846019,0.32745146775972306,0.32393203242576457,0.6252349889346102,3,3,5,0.03604601483128535,0.08525337876819494,0.011854158477284528,0.026395730309412453,0.04475124695380994,0.20153039675549655,0.31801749207401686,0.06867751790103732,0.012275371975163707,0.07803421347684347
0.0069660112501050975,0.625,1.5707963267948966,0.10698689956331879,3.9269908169872414,0.8733624454148472,5.497787143782137,0.019650655021834062,0.03181195588101493,0.07461632491741604,0.13513709166131857,0.12563657893917832,0.23344437694459336,3,5,8,0.006361580048174428,0.01328277842455583,0.002531771508646457,0.004440228294848682,0.01901526097695838,0.07288840690439877,0.11821599999521426,0.025503340701833632,0.015964838963177685,0.06547526928399083
0.0026493733652794837,0.6153846153846154,1.4499658401183666,0.10698689956331879,3.8665755736489764,0.8733624454148472,5.316541413767343,0.019650655021834062,0.01207641822047576,0.028884722566657164,0.050308440368926094,0.047816568445222314,0.09145243594287036,3,8,13,0.000944501259713959,0.0019339669770609413,0.0003881840006723092,0.0023124868779150695,0.006981830226991503,0.028524429481779526,0.046340699946698094,0.009853624902405544,0.004547979825344495,0.01958261220582913
